name,price,review_count,alias,Phone1,city,country,state,address1,zip_code,latitude,longitude,image_url,rating
Freni e Frizioni,2.0,79,wine_bars,1,Rome,IT,RM,Via del Politeama 4,00153,41.89138,12.4706499,https://s3-media1.fl.yelpcdn.com/bphoto/-jUOTyPeu1D8UFfrfyyQ3w/o.jpg,3.5
I Tre Pupazzi,2.0,24,portuguese,1,Rome,IT,RM,Via dei tre Pupazzi 1,00193,41.9038811,12.4619904,https://s3-media2.fl.yelpcdn.com/bphoto/BxPpFYwfrRvzoXu0dLcN9g/o.jpg,4.0
Hostaria del Moro,2.0,52,italian,1,Rome,IT,RM,Vicolo del Cinque 36,00153,41.8911896,12.4698601,https://s3-media2.fl.yelpcdn.com/bphoto/VkGn2PW74gKIcQOLiXzgxg/o.jpg,4.0
L'AltroBallerino,4.0,23,italian,1,Rome,IT,RM,Largo Appio Claudio 346,00174,41.8548126221,12.564204216,https://s3-media3.fl.yelpcdn.com/bphoto/i3hpuhKynqTBWvD1791zgg/o.jpg,4.0
Foro di Traiano,,15,landmarks,0,Rome,IT,RM,Via dei Fori Imperiali,00187,41.8943596,12.4850903,https://s3-media2.fl.yelpcdn.com/bphoto/dU9mjnLKW5H8iQNqMyZf2w/o.jpg,4.0
Il Vineto,4.0,17,roman,1,Rome,IT,RM,Via Vittorio Veneto 6,00187,41.9042361209,12.488479981,https://s3-media3.fl.yelpcdn.com/bphoto/oXB2VmcCwGvYDnj3AYYUlQ/o.jpg,4.0
La Gensola,3.0,32,roman,1,Rome,IT,RM,Piazza della Gensola 15,00153,41.8895695,12.4763532,https://s3-media3.fl.yelpcdn.com/bphoto/f25zmuKxJEiTRReHXnPlAg/o.jpg,4.0
Mezzo,3.0,16,italian,1,Rome,IT,RM,Via di Priscilla 25A,00199,41.9282188,12.5090399,https://s3-media2.fl.yelpcdn.com/bphoto/qQ7rqnm54ax4jZGf2XDYuA/o.jpg,4.0
Osteria Bonelli,2.0,23,italian,1,Rome,IT,RM,Via dell'Acquedotto Alessandrino 172,00177,41.8761787,12.5472202,https://s3-media3.fl.yelpcdn.com/bphoto/B0VGDUXn-lq2rFx6ZxaALA/o.jpg,4.0
Tonda,2.0,18,pizza,1,Rome,IT,RM,Via Valle Corteno 31,00141,41.9358406,12.5290899,https://s3-media2.fl.yelpcdn.com/bphoto/IIQOhUzecJDdPUdekYyxZA/o.jpg,4.0
Le Mura Live Club,2.0,13,wine_bars,0,Rome,IT,RM,"Via di Porta Labicana, 24",00185,41.8955994,12.5123596,https://s3-media2.fl.yelpcdn.com/bphoto/3vlv6sYEZ4eNm0yMyqhf7w/o.jpg,4.0
Finnegan's,2.0,21,pubs,1,Rome,IT,RM,Via Leonina 66,00184,41.8946037,12.4917955,https://s3-media3.fl.yelpcdn.com/bphoto/DkRt1axzo9T0IWXCi9lajg/o.jpg,4.0
Da Baffetto,2.0,166,pizza,1,Rome,IT,RM,Via del Governo Vecchio 114,00186,41.89835,12.47033,https://s3-media1.fl.yelpcdn.com/bphoto/_jILmnBQtBTTqtRc9ZMuFw/o.jpg,3.5
Moma,2.0,22,pizza,1,Rome,IT,RM,Via Calpurnio Fiamma 40,00175,41.8597182,12.5602671,https://s3-media2.fl.yelpcdn.com/bphoto/OOrdWs96QELZKU8ytKg-ig/o.jpg,4.0
Parmaroma,3.0,12,salumerie,1,Rome,IT,RM,Via del Pozzo delle Cornacchie 36,00186,41.9,12.47612,https://s3-media2.fl.yelpcdn.com/bphoto/0c1QWRSKCcWjg8opEORixg/o.jpg,4.5
Mercato Centrale,2.0,28,farmersmarket,0,Rome,IT,RM,Via Giovanni Giolitti 36,00185,41.90023,12.50036,https://s3-media2.fl.yelpcdn.com/bphoto/4Tlv9quH4Lr6dm4kHYs1lQ/o.jpg,4.0
Ciampini,3.0,29,bars,1,Rome,IT,RM,Piazza di San Lorenzo in Lucina 29,00186,41.8953230238,12.4753205,https://s3-media3.fl.yelpcdn.com/bphoto/AtmLOKERVanZW_dmPe60vw/o.jpg,4.0
Via Dei Condotti,,16,landmarks,0,Rome,IT,RM,Via dei Condotti,00187,41.905159,12.4805403,https://s3-media1.fl.yelpcdn.com/bphoto/Xulf2pG9BJ9IlsMnizR3yA/o.jpg,4.5
Pizza Rustica da Giustina,1.0,9,pizza,1,Rome,IT,RM,Viale della Primavera 221,00172,41.8816719,12.5608101,https://s3-media1.fl.yelpcdn.com/bphoto/xsQz5iimoeRgwcDjAgOOtw/o.jpg,5.0
Primo al Pigneto,3.0,17,italian,1,Rome,IT,RM,Via del Pigneto 46,00176,41.8888893,12.5258303,https://s3-media1.fl.yelpcdn.com/bphoto/tbIV3G4_MfU6wGICJagZpw/o.jpg,4.0
Roseto Comunale,,12,gardens,1,Rome,IT,RM,Via di Valle Murcia 6,00153,41.8854752,12.4832268,https://s3-media3.fl.yelpcdn.com/bphoto/dBxyXBJZe1JqqLhGd7i1Gg/o.jpg,4.5
Habana,1.0,32,wine_bars,1,Rome,IT,RM,Via dei Pastini 120,00186,41.8994584207,12.4780368169,https://s3-media2.fl.yelpcdn.com/bphoto/s35klnSspMRu9tJNF47AwQ/o.jpg,3.5
Parco della Caffarella,,8,parks,0,Rome,IT,RM,Via della Caffarella,00179,41.868290713,12.5221853357,https://s3-media1.fl.yelpcdn.com/bphoto/FciXvfe4y_kQqwzTU7Bz0w/o.jpg,4.5
Taberna Persiana,2.0,19,persian,1,Rome,IT,RM,Via Ostiense 36,00154,41.8744888,12.4802904,https://s3-media1.fl.yelpcdn.com/bphoto/GSrQ8TkJaFpNY-t53BskdA/o.jpg,4.0
Jaipur,3.0,23,indpak,1,Rome,IT,RM,Via San Francesco a Ripa 56,00153,41.8863403,12.472476,https://s3-media3.fl.yelpcdn.com/bphoto/PW6w8sQgjEkRHeFbQ156uA/o.jpg,4.0
Old Bear,2.0,32,mediterranean,1,Rome,IT,RM,Via Gigli d'Oro 3,00186,41.9017420228,12.4723470211,https://s3-media3.fl.yelpcdn.com/bphoto/UMa-3aGXQJWJCW3aEF1-lA/o.jpg,4.0
La Pesceria Re di Roma,3.0,10,friterie,1,Rome,IT,RM,Via Appia Nuova 234A,00183,41.8803907363,12.5155736078,https://s3-media2.fl.yelpcdn.com/bphoto/a5XFHsYy0cr2I9Lpjx0VZQ/o.jpg,4.5
Il Giardino Romano,2.0,28,roman,1,Rome,IT,RM,Via del Portico d'Ottavia 18,00186,41.8926460287,12.4781030416,https://s3-media3.fl.yelpcdn.com/bphoto/cb3QXOy_SgbUu4qqlaVX-Q/o.jpg,4.0
Voglia Di Pizza,2.0,24,italian,1,Rome,IT,RM,Via dei Giubbonari 33,00186,41.8944588,12.47367,https://s3-media2.fl.yelpcdn.com/bphoto/3na9ugR8kiA-ht14GsKSng/o.jpg,4.0
Miscele e Fuoco,2.0,10,wine_bars,1,Rome,IT,RM,Via Cavour 319,00184,41.8936324042,12.4887671893,https://s3-media4.fl.yelpcdn.com/bphoto/VbS7T5X6WHlO-7AOStengg/o.jpg,4.5
Benito Al Ghetto,4.0,9,italian,1,Rome,IT,RM,Via dei Falegnami 12,00186,41.89396,12.47678,https://s3-media3.fl.yelpcdn.com/bphoto/8f0cvyt9-cd8AsdgCvPzJg/o.jpg,4.5
Bottiglieria Pigneto,2.0,23,breakfast_brunch,1,Rome,IT,RM,Via del Pigneto 106A,00176,41.88819176,12.52976454,https://s3-media3.fl.yelpcdn.com/bphoto/r6P11_rDsOVhyr9Vi_Q3rA/o.jpg,4.0
Pizzeria Formula 1,2.0,35,pizza,1,Rome,IT,RM,Via degli Equi 13,00185,41.89675812,12.512766,https://s3-media1.fl.yelpcdn.com/bphoto/Fq_luNdOGx0KWkwQDNyjvw/o.jpg,4.0
Il Giardino di Albino,2.0,23,italian,1,Rome,IT,RM,Via Zucchelli 29,00187,41.90357,12.48662,https://s3-media1.fl.yelpcdn.com/bphoto/6M8rIeMQzfyc4tET7I2jBg/o.jpg,4.0
Il Piccolo Mondo,3.0,24,italian,1,Rome,IT,RM,Via Aurora 39,00187,41.9075114125,12.4876629012,https://s3-media3.fl.yelpcdn.com/bphoto/oPPHZ40UFtvU03GM-8reBA/o.jpg,4.0
Da Michele,2.0,19,italian,1,Rome,IT,RM,Via Merulana 237,00185,41.89315,12.50119,https://s3-media3.fl.yelpcdn.com/bphoto/grOr_ZMerbAvkBMW-5i4pg/o.jpg,4.0
Assunta Madre,4.0,21,seafood,1,Rome,IT,RM,Via Giulia 14,00186,41.8955399,12.46873,https://s3-media1.fl.yelpcdn.com/bphoto/74Ok-kgKDc5_W1PlIYuaZA/o.jpg,4.0
La Cannoleria Siciliana,1.0,15,desserts,1,Rome,IT,RM,Piazza dei Re di Roma 10,00183,41.8811119591,12.5140429661,https://s3-media2.fl.yelpcdn.com/bphoto/66KaXnC8fLqYcSn8ZPqqiw/o.jpg,4.0
Dar Buttero,2.0,19,italian,1,Rome,IT,RM,Via della Lungaretta 156,00153,41.88941,12.47525,https://s3-media2.fl.yelpcdn.com/bphoto/VFV8WStyZAbziZA7T7xJ7w/o.jpg,4.0
Andirivieni,2.0,17,italian,1,Rome,IT,RM,Via della Meloria 80,00136,41.9076495,12.4452563,https://s3-media4.fl.yelpcdn.com/bphoto/_zgzRAtKZ-wS_EE7Or_VPQ/o.jpg,4.5
Ambasciata d'Abruzzo,3.0,21,roman,1,Rome,IT,RM,Via Pietro Tacchini 26,00197,41.9230555,12.4847075,https://s3-media4.fl.yelpcdn.com/bphoto/8QHEqVlVZBVrNFIWmV-6fw/o.jpg,4.0
Il Fiammifero Strano,1.0,19,food,1,Rome,IT,RM,Via Lombardia 32,00187,41.90777913,12.48790249,https://s3-media4.fl.yelpcdn.com/bphoto/uh8r7mI2U_-QrHTUrlyqXA/o.jpg,4.0
Farinè  la Pizza,2.0,20,pizza,1,Rome,IT,RM,Via degli Aurunci 6,00185,41.8958738784,12.5140967627,https://s3-media2.fl.yelpcdn.com/bphoto/wV8eaDPV0K8oe_GH_ivASA/o.jpg,4.0
Trattoria De Gli Amici,3.0,17,italian,1,Rome,IT,RM,Piazza Sant'Egidio 6,00153,41.89026,12.46898,https://s3-media3.fl.yelpcdn.com/bphoto/aKDKX64OTGTftUkmSq67Cg/o.jpg,4.0
Spirito,2.0,16,cocktailbars,1,Rome,IT,RM,Via Fanfulla da Lodi 53,00176,41.8896283,12.5303506,https://s3-media2.fl.yelpcdn.com/bphoto/7WqDDpSlnn5MRmXOYgiIXg/o.jpg,4.0
Prisco,2.0,14,italian,1,Rome,IT,RM,Via Fabio Massimo 91,00192,41.9095688,12.4617195,https://s3-media2.fl.yelpcdn.com/bphoto/6kaSb-Hce1JhL79_ZPNWMA/o.jpg,4.5
Da Vincenzo,,13,italian,1,Rome,IT,RM,Via Castelfidardo 6,00185,41.90772146,12.49939308,https://s3-media2.fl.yelpcdn.com/bphoto/apv8Wg1SIcuHF8qPsh82ig/o.jpg,4.5
Buono,2.0,28,italian,1,Rome,IT,RM,Via Albenga 1,00183,41.8783226,12.5164013,https://s3-media2.fl.yelpcdn.com/bphoto/q1xJ4dbx6W9b3hv1fMbNKg/o.jpg,4.0
Tre Scalini,2.0,92,italian,1,Rome,IT,RM,Piazza Navona 28,00186,41.8993607,12.4727602,https://s3-media4.fl.yelpcdn.com/bphoto/1EyNU51wMsvCclastx5dDw/o.jpg,3.5
La Fraschetta del Pesce,3.0,15,roman,1,Rome,IT,RM,Via Giovanni Pittaluga 9,00159,41.9001884,12.5365295,https://s3-media3.fl.yelpcdn.com/bphoto/E479eGeHU0ZGoPX3x3Vyzg/o.jpg,4.0
Ma Va'?,2.0,12,vegan,1,Rome,IT,RM,Via Euclide Turba 6,00195,41.9209115,12.4590613,https://s3-media2.fl.yelpcdn.com/bphoto/d3xlkS0x_nF9L6YTRZu25Q/o.jpg,4.5
Draft Book,1.0,9,cocktailbars,1,Rome,IT,RM,Via del Pellegrino 196 197,00186,41.8962563,12.4715608,https://s3-media3.fl.yelpcdn.com/bphoto/nd8cAcBAsHA1RpvdrM1s_A/o.jpg,4.5
Romoli,2.0,30,desserts,1,Rome,IT,RM,Viale Eritrea 140,00199,41.9285469055,12.51603508,https://s3-media2.fl.yelpcdn.com/bphoto/DaicJfFj-8MNmkd0XPIY7g/o.jpg,4.0
Trattoria Da Teo,3.0,28,roman,1,Rome,IT,RM,Piazza dei Ponziani 7A,00153,41.8886451,12.4779331,https://s3-media4.fl.yelpcdn.com/bphoto/em_vsTMmx1aB962nOT5t6Q/o.jpg,4.0
Renato e Luisa,3.0,16,roman,1,Rome,IT,RM,Via dei Barbieri 25,00186,41.8952217,12.4758196,https://s3-media1.fl.yelpcdn.com/bphoto/ua6Y7Rjw0DQZf9a39PMTcA/o.jpg,4.0
Ristorante 433 Roma,2.0,20,mediterranean,1,Rome,IT,RM,Via del Governo Vecchio 123,00186,41.8985447,12.4699896,https://s3-media3.fl.yelpcdn.com/bphoto/31nkDZymCsI2qkZCIW2Gzw/o.jpg,4.5
La Cicala e La Formica,2.0,18,mediterranean,1,Rome,IT,RM,Via Leonina 17,00184,41.8948822141,12.4924206734,https://s3-media1.fl.yelpcdn.com/bphoto/38-f7YCnKXWw5vhKNUttKA/o.jpg,4.5
La Scala In Trastevere,2.0,11,seafood,1,Rome,IT,RM,Piazza della Scala 61,00153,41.89105,12.46823,https://s3-media1.fl.yelpcdn.com/bphoto/7TRx44QgB1KovmRkmn0oCA/o.jpg,4.5
Mastro Ciccia,2.0,23,italian,1,Rome,IT,RM,Via del Governo Vecchio 76,00186,41.8980484,12.4716501,https://s3-media2.fl.yelpcdn.com/bphoto/bk2bN0Nsugn4tNzF0SDKAA/o.jpg,4.0
San Marco,2.0,28,pizza,1,Rome,IT,RM,Via Tacito 29,00193,41.9077187,12.46698,https://s3-media3.fl.yelpcdn.com/bphoto/Dn-nXP4U6dnhWCWzfM2x5w/o.jpg,4.0
La Sagrestia,2.0,21,pizza,1,Rome,IT,RM,Via del Seminario 89,00186,41.8990324,12.4776236,https://s3-media3.fl.yelpcdn.com/bphoto/GE0iDiflZnvoG3vyNBybMw/o.jpg,4.0
Un Angolo di Sicilia,1.0,11,sicilian,1,Rome,IT,RM,Va Dardanelli 19,00195,41.9177742004,12.4566287994,https://s3-media4.fl.yelpcdn.com/bphoto/3WFwTqNodaHL79EyL0YhFA/o.jpg,4.5
Antica Trattoria Tritone,2.0,29,trattorie,1,Rome,IT,RM,Via dei Maroniti 1,00187,41.9024887,12.4854002,https://s3-media1.fl.yelpcdn.com/bphoto/Nn1v7zdXoUaZw8Pk9CqaBQ/o.jpg,4.0
Le Mani in Pasta,3.0,30,italian,1,Rome,IT,RM,Via dei Genovesi 37,00153,41.88764389,12.4772239,https://s3-media2.fl.yelpcdn.com/bphoto/LxhGbrl1y_2TIWOvFqzFHQ/o.jpg,4.0
L'Uliveto Shop,1.0,6,italian,1,Rome,IT,RM,Via di Monte Brianzo 66,00186,41.90249,12.47328,https://s3-media1.fl.yelpcdn.com/bphoto/arHQFGYXDVNanrwyjs2YKQ/o.jpg,5.0
Laboratorio 3,2.0,17,italian,1,Rome,IT,RM,Via di Pietralata 180,00158,41.926239,12.5429697,https://s3-media2.fl.yelpcdn.com/bphoto/A_OmruwMB-dl9sb8W94e2g/o.jpg,4.0
Hopificio,2.0,15,pubs,1,Rome,IT,RM,Piazza Cesare Baronio 2,00179,41.8729787439,12.5209963861,https://s3-media2.fl.yelpcdn.com/bphoto/6dBxtDuESWFOeMuGigAjHg/o.jpg,4.0
Risto Pescheria dei Consoli,3.0,9,seafood,1,Rome,IT,RM,Viale dei Consoli 21,00175,41.8629521692,12.5549637023,https://s3-media3.fl.yelpcdn.com/bphoto/PlG-A9vBrpxR-FDZOZunPA/o.jpg,4.5
Trattoria Cavalier Gino,2.0,26,roman,1,Rome,IT,RM,Vicolo Rosini 4,00186,41.90235246,12.47720704,https://s3-media4.fl.yelpcdn.com/bphoto/Byqpuas3L4FVOYNuIhSGbQ/o.jpg,4.0
All Bi Box,2.0,15,italian,1,Rome,IT,RM,Largo Corrado Ricci 34,00184,41.8932419,12.4882898,https://s3-media2.fl.yelpcdn.com/bphoto/1yxEl5GaFPk5R6YN5jQqlQ/o.jpg,4.0
Obladi Oblada,2.0,17,cafes,1,Rome,IT,RM,Via Ennio Quirino Visconti 56,00193,41.9074097,12.4691496,https://s3-media1.fl.yelpcdn.com/bphoto/92iGiAQbpmUXLsxXostVww/o.jpg,4.5
Pompi,2.0,72,cafes,1,Rome,IT,RM,Via Albalonga 7,00183,41.88078,12.51359,https://s3-media1.fl.yelpcdn.com/bphoto/h11VNdnnHPa54QHhBK-jqA/o.jpg,3.5
Da Trani,2.0,28,seafood,1,Rome,IT,RM,Via Genova 20,00184,41.89922224,12.49221344,https://s3-media3.fl.yelpcdn.com/bphoto/P3dbQq8LPjeCuddSIDRQ3w/o.jpg,4.0
Ai Balestrari,2.0,17,roman,1,Rome,IT,RM,Via dei Balestrari 41,00186,41.8949585,12.47229,https://s3-media3.fl.yelpcdn.com/bphoto/IAfmg4OK-R8NFxPhtxfEMQ/o.jpg,4.0
Piazza Venezia,,12,landmarks,0,Rome,IT,RM,Piazza Venezia,,41.8955917,12.4826097,https://s3-media3.fl.yelpcdn.com/bphoto/XaxbqSzQJXDRM9xjN2gmTA/o.jpg,4.5
Asmara,,11,ethiopian,1,Rome,IT,RM,Via Cernaia 36,00185,41.9072304,12.5011196,https://s3-media2.fl.yelpcdn.com/bphoto/tmzetvNj95-4ahvF6ZlMrA/o.jpg,4.5
Baires,3.0,13,argentine,1,Rome,IT,RM,Corso Rinascimento 1,00186,41.898312268,12.4738917156,https://s3-media1.fl.yelpcdn.com/bphoto/jkvgLkjg-HfbMLX2enkjag/o.jpg,4.0
Open Colonna,3.0,13,italian,1,Rome,IT,RM,Via Milano 9A,00184,41.8997903276,12.4893872343,https://s3-media4.fl.yelpcdn.com/bphoto/J6BAz5W_rXCucOAor013bQ/o.jpg,4.0
Largo di Torre Argentina,,13,landmarks,1,Rome,IT,RM,Via di Torre Argentina,00186,41.8964195,12.4763403,https://s3-media1.fl.yelpcdn.com/bphoto/keBOhNP_aDoztdiIhclX_w/o.jpg,4.0
Tonnarello,3.0,14,italian,1,Rome,IT,RM,Via della Paglia,00153,41.8896436,12.4689119,https://s3-media2.fl.yelpcdn.com/bphoto/yiMQRUtqBWoB1nuVtimD9w/o.jpg,4.5
Forno Feliziani,2.0,10,desserts,1,Rome,IT,RM,Via Candia 61,00192,41.9082108,12.4533396,https://s3-media4.fl.yelpcdn.com/bphoto/OMRMKLcW02PWiIEsRtIOCA/o.jpg,4.5
Velavevodetto ai Quiriti,3.0,10,roman,1,Rome,IT,RM,Piazza dei Quiriti 5,00192,41.9096464257,12.4638436079,https://s3-media4.fl.yelpcdn.com/bphoto/QcKYhBggbU9LeR8qbrSppw/o.jpg,4.0
La Fraschetta,2.0,23,roman,1,Rome,IT,RM,Via di San Francesco a Ripa 134,00153,41.88704658,12.47188589,https://s3-media4.fl.yelpcdn.com/bphoto/uLVu4QzBYXGkzpCYczR8Hw/o.jpg,4.0
The Fiddler's Elbow,1.0,20,pubs,1,Rome,IT,RM,Via dell'Olmata 43,00184,41.896236,12.497466,https://s3-media1.fl.yelpcdn.com/bphoto/dzTf_Gkq4qsWVIrxnwxTeQ/o.jpg,4.0
Zerozero100,2.0,36,italian,1,Rome,IT,RM,Via del Verano 27,00185,41.8986664,12.5203562,https://s3-media3.fl.yelpcdn.com/bphoto/qzQR8U3CDQUGb053wtQ9cQ/o.jpg,3.5
Il Gabriello,3.0,20,italian,1,Rome,IT,RM,Via Vittoria 51,00187,41.90703345,12.48026384,https://s3-media2.fl.yelpcdn.com/bphoto/paZyThl0XSmXV5w6jCd7bg/o.jpg,4.0
Brasserie 4:20,2.0,37,brasseries,1,Rome,IT,RM,Via Portuense 82,00153,41.8790092,12.4684896,https://s3-media2.fl.yelpcdn.com/bphoto/AKFL2X9Alkli68bCl21Wlw/o.jpg,4.0
L'Antica Birreria Peroni,2.0,44,italian,1,Rome,IT,RM,Via San Marcello 19,00187,41.89877,12.4825199,https://s3-media1.fl.yelpcdn.com/bphoto/25xBaY_ht5FS7OWpLRim7Q/o.jpg,4.0
Trattoria Lilli,3.0,11,roman,1,Rome,IT,RM,Via Tor di Nona 23,00186,41.901619,12.4706802,https://s3-media4.fl.yelpcdn.com/bphoto/eW0Z9bybQMU5EMiAGiDEUQ/o.jpg,4.5
Ciao Checca,2.0,18,gluten_free,1,Rome,IT,RM,Piazza Firenze 25,00186,41.9021912,12.4758701,https://s3-media1.fl.yelpcdn.com/bphoto/dKNZ6GCeFE-3ozY7_yfPlA/o.jpg,4.0
Sakura Sushi,3.0,12,japanese,1,Rome,IT,RM,Piazzale di Porta Pia 122,00198,41.9099312,12.5014801,https://s3-media4.fl.yelpcdn.com/bphoto/7_cCFTc5DSLNaDAEQDsTYA/o.jpg,4.5
Marinari Caffè,2.0,6,internetcafe,0,Rome,IT,RM,Viale Libia 10,00199,41.9314003,12.5183096,https://s3-media2.fl.yelpcdn.com/bphoto/54omDhgMtsj_YvFUSRkeeQ/o.jpg,4.5
Vega Food,,10,indpak,1,Rome,IT,RM,Via Monte Giordano 1,00186,41.8998489,12.4700403,https://s3-media3.fl.yelpcdn.com/bphoto/2GygHLxKOwBHz9nNVy-brQ/o.jpg,5.0
L'Archetto,2.0,16,pizza,1,Rome,IT,RM,Via Germanico 105,00192,41.908454,12.4610096,https://s3-media4.fl.yelpcdn.com/bphoto/Kp9sgEvTtWWYL_j2mVWleg/o.jpg,4.5
Necci 1924,2.0,43,wine_bars,1,Rome,IT,RM,Via Fanfulla da Lodi 68,00176,41.8891639709,12.5303945541,https://s3-media2.fl.yelpcdn.com/bphoto/UCXXE7dGyADkD4tMMKIkwA/o.jpg,3.5
Trattoria Da Cesare,3.0,32,roman,1,Rome,IT,RM,Via del Casaletto 45,00151,41.8769112,12.4406996,https://s3-media3.fl.yelpcdn.com/bphoto/2vVImj81RDwCA6q06U0RBQ/o.jpg,4.0
La Fraschetta di Mastro Giorgio,3.0,20,italian,1,Rome,IT,RM,Via Alessandro Volta 36,00153,41.8787,12.47761,https://s3-media4.fl.yelpcdn.com/bphoto/QKPiqldXb01Ohf5YdBilQQ/o.jpg,4.0
Fiaschetteria Beltramme,2.0,13,italian,1,Rome,IT,RM,Via della Croce 39,00187,41.90609,12.47935,https://s3-media1.fl.yelpcdn.com/bphoto/jRuHoUmWs8_IQ2sIUefaMg/o.jpg,4.5
La Carbonara,2.0,33,roman,1,Rome,IT,RM,Campo de' Fiori 23,00186,41.8958053589,12.4715795517,https://s3-media4.fl.yelpcdn.com/bphoto/_wOnJ9Q_fHTiXjZyJE9-dQ/o.jpg,4.0
Bisteak,3.0,25,steak,1,Rome,IT,RM,Via di Pietralata 141,00158,41.9262095,12.5362185,https://s3-media2.fl.yelpcdn.com/bphoto/grzH85btTyb6Z6nzpXAY1w/o.jpg,3.5
Emma Pizzeria,3.0,54,pizza,1,Rome,IT,RM,Via dei Monti della Farina 28,00186,41.8947516,12.4750539,https://s3-media1.fl.yelpcdn.com/bphoto/kh1ObiojFUyOnUfPP_U3Hg/o.jpg,3.5
Il Maritozzaro,2.0,17,bars,1,Rome,IT,RM,Via Ettore Rolli 50,00153,41.87308796,12.46746553,https://s3-media2.fl.yelpcdn.com/bphoto/KpDU03NWDp5t_PWybf7Qlg/o.jpg,4.5
Interno 92,3.0,10,steak,1,Rome,IT,RM,Via Borgo Vittorio 92,00193,41.9042702,12.4605799,https://s3-media3.fl.yelpcdn.com/bphoto/rHt4Y8sBW3p96PInC-SG9w/o.jpg,4.5
Karalis,3.0,8,seafood,1,Rome,IT,RM,Via Carlo Lorenzini 71,00137,41.9455425,12.5543959,https://s3-media4.fl.yelpcdn.com/bphoto/ZSZ8JaZ-1wD0bdtq6zK2eQ/o.jpg,4.5
L'Archetto,2.0,71,italian,1,Rome,IT,RM,Via dell'Archetto 26,00187,41.8993441,12.4827716,https://s3-media1.fl.yelpcdn.com/bphoto/tmxD79nxRNb61RJ-bzrp7Q/o.jpg,3.5
Serafini alla Pace,2.0,17,italian,1,Rome,IT,RM,Via di Tor Millina 1,00186,41.8991889954,12.4714756012,https://s3-media4.fl.yelpcdn.com/bphoto/oEXSn-T39j40-gpU4Utqog/o.jpg,4.0
Maestrale,4.0,7,seafood,1,Rome,IT,RM,Piazza Elio Callistio 5,00199,41.9297666269,12.5228364675,https://s3-media1.fl.yelpcdn.com/bphoto/S7N6zfdi9lkhiVl5mRGurw/o.jpg,5.0
L'Asino d'Oro,2.0,30,italian,1,Rome,IT,RM,Via del Boschetto 73,00184,41.89682,12.4905899,https://s3-media1.fl.yelpcdn.com/bphoto/8gYjIOMypGTNvki7GXqiGg/o.jpg,4.0
Inofficina,3.0,15,pubs,1,Rome,IT,RM,Via Mesula 12,00158,41.9257273,12.535307,https://s3-media2.fl.yelpcdn.com/bphoto/uXgOljRQW3EAZtQDmLQ7_w/o.jpg,4.0
Genkai,3.0,16,japanese,1,Rome,IT,RM,Viale Jonio 286,00141,41.9458885,12.5303802,https://s3-media2.fl.yelpcdn.com/bphoto/EurQM3CzVJkWMrNQVV-54Q/o.jpg,4.0
Pagaroma,4.0,10,seafood,1,Rome,IT,RM,Viale Bruno Buozzi 31,00197,41.9215889,12.4871702,https://s3-media1.fl.yelpcdn.com/bphoto/1w2LZFaiTMTVc-_2YkF4ew/o.jpg,4.5
Ai Spaghettari,2.0,31,pizza,1,Rome,IT,RM,Piazza di San Cosimato 58,00153,41.88753784,12.47009665,https://s3-media3.fl.yelpcdn.com/bphoto/5ZB3-XM6Src0CT89Sq_pEw/o.jpg,4.0
L'Ombralonga,1.0,15,cocktailbars,0,Rome,IT,RM,Via delle Palme 76A,00171,41.88952,12.56612,https://s3-media2.fl.yelpcdn.com/bphoto/VCHh0_cpU-pBAwgYBCUM_g/o.jpg,4.0
Napul'è,2.0,16,cucinacampana,1,Rome,IT,RM,Viale Giulio Cesare 89,00192,41.9100685,12.4614,https://s3-media4.fl.yelpcdn.com/bphoto/2TaujVOebLhlVHXvxXTXwA/o.jpg,4.5
Ristorante Volare,2.0,9,pizza,1,Rome,IT,RM,Via di San Giovanni in Laterano 48,00184,41.889487222,12.4954331855,https://s3-media3.fl.yelpcdn.com/bphoto/B3xCmHC93BFFnm_ogVhrGg/o.jpg,4.5
Trattoria Cecio,3.0,15,italian,1,Rome,IT,RM,Via Principe Amedeo 104,00185,41.8983648,12.5011334,https://s3-media3.fl.yelpcdn.com/bphoto/2iFlFbfN9Ip_xNDBOIx2dQ/o.jpg,4.0
Osteria dell'Anima,2.0,21,italian,1,Rome,IT,RM,Via Santa Maria dell'Anima 8,00186,41.899559021,12.472240448,https://s3-media3.fl.yelpcdn.com/bphoto/68_nWTWQgpFDU6UgNq70Sg/o.jpg,4.0
Popi Popi,2.0,24,pizza,1,Rome,IT,RM,Via Fratte di Trastevere 45,00153,41.88789189,12.47140467,https://s3-media2.fl.yelpcdn.com/bphoto/w9fqt3gB6OaZ9DUNHFyfgg/o.jpg,4.0
Cappuccino Doc,1.0,8,breakfast_brunch,1,Rome,IT,RM,Via Ostiense 71F,00154,41.8731956482,12.4804496765,https://s3-media1.fl.yelpcdn.com/bphoto/zWX0S2RzFYQR57vAZGQ4FA/o.jpg,5.0
La Fraschetta Romanesca,2.0,9,roman,1,Rome,IT,RM,Via Tacito 54A,00193,41.9071007,12.4674301,https://s3-media3.fl.yelpcdn.com/bphoto/hOAMSNiz-1SU1fBhRS60Ig/o.jpg,5.0
